batter,pt,ab,h,tb,date
663697,FF,3,0,0,2026-03-27
663728,CU,1,0,0,2026-03-27
663728,FC,1,0,0,2026-03-27
663728,FF,2,0,0,2026-03-27
663757,SI,1,0,0,2026-03-27
663837,CH,1,0,0,2026-03-27
663837,SI,1,0,0,2026-03-27
664034,CH,1,0,0,2026-03-27
664034,CU,1,0,0,2026-03-27
664034,SI,1,0,0,2026-03-27
664056,FF,3,0,0,2026-03-27
664770,SI,1,0,0,2026-03-27
664770,SL,1,0,0,2026-03-27
664770,ST,1,0,0,2026-03-27
664983,FF,1,1,1,2026-03-27
664983,SI,2,0,0,2026-03-27
665052,CU,1,0,0,2026-03-27
665161,FF,1,0,0,2026-03-27
665161,FS,3,2,2,2026-03-27
665161,ST,1,0,0,2026-03-27
665487,CH,2,0,0,2026-03-27
665487,FF,1,0,0,2026-03-27
665487,SI,1,0,0,2026-03-27
665489,CU,1,0,0,2026-03-27
665489,SI,1,1,1,2026-03-27
665489,ST,1,0,0,2026-03-27
665862,CH,1,0,0,2026-03-27
665862,FF,1,0,0,2026-03-27
665862,SL,2,1,1,2026-03-27
665926,FC,2,1,1,2026-03-27
665926,FF,1,1,3,2026-03-27
666126,SI,1,0,0,2026-03-27
666139,CH,1,0,0,2026-03-27
666139,CU,1,1,2,2026-03-27
666139,FF,2,1,4,2026-03-27
666176,FF,1,0,0,2026-03-27
666176,SI,1,0,0,2026-03-27
666176,SL,2,1,1,2026-03-27
666176,ST,1,0,0,2026-03-27
666310,FF,3,1,1,2026-03-27
666397,CH,1,0,0,2026-03-27
666397,SL,1,0,0,2026-03-27
667670,CU,1,0,0,2026-03-27
667670,FF,2,0,0,2026-03-27
667670,FS,1,0,0,2026-03-27
668227,FF,1,0,0,2026-03-27
669127,CU,1,1,1,2026-03-27
669127,FF,1,1,4,2026-03-27
669127,FS,2,1,4,2026-03-27
669134,CU,1,0,0,2026-03-27
669134,FC,1,0,0,2026-03-27
669134,SI,1,0,0,2026-03-27
669224,SI,1,0,0,2026-03-27
669224,SL,3,0,0,2026-03-27
669257,CU,1,0,0,2026-03-27
669257,SL,2,0,0,2026-03-27
669364,CU,1,0,0,2026-03-27
669364,FF,1,1,1,2026-03-27
669364,ST,2,0,0,2026-03-27
669477,SI,3,0,0,2026-03-27
670042,CU,1,0,0,2026-03-27
670042,FC,1,1,4,2026-03-27
670042,FF,2,0,0,2026-03-27
670541,FF,1,0,0,2026-03-27
670541,SL,4,1,4,2026-03-27
670623,FF,2,0,0,2026-03-27
670623,SL,2,0,0,2026-03-27
671218,FF,1,1,2,2026-03-27
671218,SI,2,0,0,2026-03-27
671732,FS,2,0,0,2026-03-27
671732,SI,1,0,0,2026-03-27
671739,FC,1,0,0,2026-03-27
671739,FF,1,0,0,2026-03-27
671739,SL,2,1,4,2026-03-27
672016,FF,2,0,0,2026-03-27
672275,FC,1,0,0,2026-03-27
672275,FF,1,0,0,2026-03-27
672275,SI,1,0,0,2026-03-27
672356,FF,1,0,0,2026-03-27
672356,SI,2,0,0,2026-03-27
672386,SI,2,0,0,2026-03-27
672386,ST,2,0,0,2026-03-27
672515,FF,2,1,1,2026-03-27
672515,SI,1,0,0,2026-03-27
672515,SL,1,1,1,2026-03-27
672580,FF,3,1,1,2026-03-27
672640,FC,1,0,0,2026-03-27
672640,FF,1,0,0,2026-03-27
672640,ST,1,0,0,2026-03-27
672695,CH,1,0,0,2026-03-27
672695,FF,2,1,2,2026-03-27
672695,SL,1,0,0,2026-03-27
672724,CH,1,0,0,2026-03-27
672724,SL,2,0,0,2026-03-27
672960,FF,2,1,1,2026-03-27
672960,ST,1,1,1,2026-03-27
673237,FC,1,1,1,2026-03-27
673237,FS,1,0,0,2026-03-27
673237,SL,2,0,0,2026-03-27
676391,CU,1,0,0,2026-03-27
676391,FC,2,2,4,2026-03-27
676391,SI,1,0,0,2026-03-27
676609,FF,2,1,1,2026-03-27
676609,SI,2,1,1,2026-03-27
677587,CH,1,0,0,2026-03-27
677587,FF,1,0,0,2026-03-27
677594,SI,2,0,0,2026-03-27
677594,SL,1,0,0,2026-03-27
677950,CH,1,1,2,2026-03-27
677950,FF,1,0,0,2026-03-27
677950,SL,1,1,2,2026-03-27
677951,FC,1,1,1,2026-03-27
677951,FF,3,1,1,2026-03-27
678009,CH,1,0,0,2026-03-27
678662,CH,1,0,0,2026-03-27
678662,FC,2,0,0,2026-03-27
678662,FF,1,1,1,2026-03-27
679529,FF,2,0,0,2026-03-27
679529,SI,2,1,1,2026-03-27
680718,CU,1,0,0,2026-03-27
680718,FF,3,0,0,2026-03-27
680757,CH,1,0,0,2026-03-27
680757,FF,2,1,1,2026-03-27
680757,SI,1,1,1,2026-03-27
680977,CU,1,0,0,2026-03-27
680977,FC,1,0,0,2026-03-27
681198,FF,2,1,1,2026-03-27
681198,SI,1,0,0,2026-03-27
681351,CH,1,0,0,2026-03-27
681351,SL,3,1,1,2026-03-27
681393,FF,1,0,0,2026-03-27
681393,SI,1,1,2,2026-03-27
681393,ST,1,1,1,2026-03-27
681481,CH,1,0,0,2026-03-27
681481,FF,1,0,0,2026-03-27
681481,SI,1,0,0,2026-03-27
681624,FF,2,0,0,2026-03-27
681624,SL,1,0,0,2026-03-27
681715,FC,1,0,0,2026-03-27
681715,SI,1,0,0,2026-03-27
681715,ST,2,0,0,2026-03-27
682663,CU,1,0,0,2026-03-27
682663,FC,1,0,0,2026-03-27
682663,SI,1,0,0,2026-03-27
682985,CH,2,0,0,2026-03-27
682985,FF,1,1,1,2026-03-27
682985,SI,1,0,0,2026-03-27
682985,SL,1,0,0,2026-03-27
682998,FF,2,0,0,2026-03-27
682998,SL,2,0,0,2026-03-27
683357,CU,1,1,2,2026-03-27
683357,FF,1,0,0,2026-03-27
683357,SI,1,0,0,2026-03-27
683357,ST,1,0,0,2026-03-27
686469,CU,1,0,0,2026-03-27
686469,FF,2,0,0,2026-03-27
686527,CU,1,0,0,2026-03-27
686527,FC,1,0,0,2026-03-27
686555,CH,1,0,0,2026-03-27
686555,FF,2,0,0,2026-03-27
686668,CH,1,0,0,2026-03-27
686668,FC,1,0,0,2026-03-27
686668,SI,1,0,0,2026-03-27
686668,SL,1,0,0,2026-03-27
686948,CH,1,0,0,2026-03-27
686948,FF,2,1,4,2026-03-27
686948,SL,1,0,0,2026-03-27
687263,CH,2,0,0,2026-03-27
687263,FF,1,1,4,2026-03-27
687263,SI,1,1,2,2026-03-27
687263,SL,1,0,0,2026-03-27
687597,FC,1,0,0,2026-03-27
687597,SI,2,1,1,2026-03-27
690022,FF,1,0,0,2026-03-27
690924,FF,1,0,0,2026-03-27
690976,CU,1,0,0,2026-03-27
690976,FF,1,1,4,2026-03-27
690976,SL,1,1,2,2026-03-27
690993,FF,1,0,0,2026-03-27
691016,FF,1,0,0,2026-03-27
691016,FS,1,0,0,2026-03-27
691016,SL,1,0,0,2026-03-27
691594,CH,1,1,1,2026-03-27
691594,CU,1,1,1,2026-03-27
691594,SI,1,1,1,2026-03-27
691720,FF,1,1,1,2026-03-27
691720,SI,1,0,0,2026-03-27
691720,ST,1,0,0,2026-03-27
691777,FS,2,0,0,2026-03-27
691777,SI,1,0,0,2026-03-27
691783,CH,1,0,0,2026-03-27
691783,FF,3,0,0,2026-03-27
692216,SI,2,0,0,2026-03-27
692216,SL,1,0,0,2026-03-27
693307,CH,2,1,1,2026-03-27
693307,ST,1,0,0,2026-03-27
694384,FF,2,2,2,2026-03-27
694384,SL,1,0,0,2026-03-27
694388,SL,1,0,0,2026-03-27
694728,FF,1,0,0,2026-03-27
694728,SL,2,1,2,2026-03-27
695506,SL,1,0,0,2026-03-27
695600,FF,1,0,0,2026-03-27
695600,SL,2,0,0,2026-03-27
696100,FC,1,0,0,2026-03-27
696100,FF,2,1,1,2026-03-27
696100,ST,1,1,1,2026-03-27
700932,SI,2,0,0,2026-03-27
700932,SL,1,0,0,2026-03-27
700932,ST,1,0,0,2026-03-27
701358,FF,1,0,0,2026-03-27
701358,FS,1,0,0,2026-03-27
701358,SL,1,0,0,2026-03-27
701358,ST,1,0,0,2026-03-27
701538,CU,1,1,2,2026-03-27
701538,FF,1,0,0,2026-03-27
701538,SL,1,1,1,2026-03-27
701762,FF,1,0,0,2026-03-27
701762,FS,3,0,0,2026-03-27
702284,CU,1,0,0,2026-03-27
702284,FF,1,1,4,2026-03-27
702284,SI,1,0,0,2026-03-27
800050,CH,1,0,0,2026-03-27
800050,FF,2,0,0,2026-03-27
800050,ST,1,1,4,2026-03-27
805300,FF,1,1,2,2026-03-27
805300,SI,1,0,0,2026-03-27
805300,SL,1,0,0,2026-03-27
805300,ST,1,0,0,2026-03-27
805779,FF,1,0,0,2026-03-27
805779,FS,1,0,0,2026-03-27
805779,SI,1,0,0,2026-03-27
805779,SL,1,0,0,2026-03-27
805808,SI,3,1,1,2026-03-27
805808,SL,1,0,0,2026-03-27
808982,CU,1,0,0,2026-03-27
808982,FF,1,0,0,2026-03-27
808982,SI,1,0,0,2026-03-27
457705,FF,2,1,1,2026-03-28
457705,SI,1,0,0,2026-03-28
467793,CU,1,0,0,2026-03-28
467793,FF,2,0,0,2026-03-28
500743,FC,1,1,1,2026-03-28
500743,FF,1,1,1,2026-03-28
514888,CH,1,0,0,2026-03-28
514888,FF,2,0,0,2026-03-28
514888,SL,1,1,1,2026-03-28
518692,CH,1,1,1,2026-03-28
518692,SI,2,2,3,2026-03-28
518692,ST,1,0,0,2026-03-28
519317,FF,2,1,1,2026-03-28
519317,FS,1,1,1,2026-03-28
519317,SI,1,0,0,2026-03-28
521692,FF,4,1,4,2026-03-28
542303,CH,1,0,0,2026-03-28
542303,FC,1,0,0,2026-03-28
542303,FF,1,1,1,2026-03-28
542303,SI,2,0,0,2026-03-28
543510,CU,2,0,0,2026-03-28
543510,FF,1,0,0,2026-03-28
543760,FF,1,0,0,2026-03-28
543760,ST,2,0,0,2026-03-28
543807,CH,2,1,2,2026-03-28
543807,CU,1,0,0,2026-03-28
543807,FF,2,0,0,2026-03-28
543807,ST,1,0,0,2026-03-28
545361,FF,2,1,1,2026-03-28
545361,ST,1,0,0,2026-03-28
547180,CH,2,0,0,2026-03-28
547180,FF,1,0,0,2026-03-28
547180,SI,1,1,1,2026-03-28
547180,SL,1,0,0,2026-03-28
553993,FC,1,1,1,2026-03-28
553993,FF,1,0,0,2026-03-28
553993,SI,2,0,0,2026-03-28
553993,ST,1,0,0,2026-03-28
571448,CU,1,0,0,2026-03-28
571448,FF,1,0,0,2026-03-28
571448,SI,1,0,0,2026-03-28
571448,SL,1,0,0,2026-03-28
571970,SI,1,0,0,2026-03-28
572233,FF,3,1,2,2026-03-28
572233,SI,1,1,1,2026-03-28
573262,CH,1,1,1,2026-03-28
573262,FC,1,1,1,2026-03-28
573262,FF,1,0,0,2026-03-28
573262,SL,1,0,0,2026-03-28
575929,FC,1,0,0,2026-03-28
575929,FF,1,0,0,2026-03-28
592206,FF,1,0,0,2026-03-28
592206,SL,2,0,0,2026-03-28
592206,ST,1,1,1,2026-03-28
592450,FC,1,1,4,2026-03-28
592450,FS,2,0,0,2026-03-28
592450,SL,1,0,0,2026-03-28
592518,FF,2,0,0,2026-03-28
592626,SI,1,0,0,2026-03-28
592663,FF,3,0,0,2026-03-28
592663,SI,1,1,1,2026-03-28
592885,CU,1,0,0,2026-03-28
592885,FF,3,3,3,2026-03-28
592885,ST,1,0,0,2026-03-28
593428,CU,1,0,0,2026-03-28
593428,FF,2,0,0,2026-03-28
593428,SI,1,0,0,2026-03-28
593871,FF,2,0,0,2026-03-28
596019,CH,2,0,0,2026-03-28
596019,FF,2,0,0,2026-03-28
596019,SI,1,0,0,2026-03-28
596115,FF,1,0,0,2026-03-28
596115,FS,1,0,0,2026-03-28
596115,SI,3,1,4,2026-03-28
596115,SL,1,0,0,2026-03-28
602104,CH,1,0,0,2026-03-28
602104,FF,1,1,2,2026-03-28
602104,SL,2,0,0,2026-03-28
605137,CH,1,0,0,2026-03-28
605137,FF,1,0,0,2026-03-28
605137,SI,1,0,0,2026-03-28
605141,CH,2,0,0,2026-03-28
605141,CU,1,0,0,2026-03-28
606192,CH,2,0,0,2026-03-28
606192,CU,1,0,0,2026-03-28
606466,CU,2,0,0,2026-03-28
606466,ST,1,1,1,2026-03-28
607043,CU,1,0,0,2026-03-28
607043,FC,2,1,1,2026-03-28
607043,SI,1,1,1,2026-03-28
607043,SL,1,0,0,2026-03-28
607208,CH,1,0,0,2026-03-28
607208,CU,1,0,0,2026-03-28
607208,FF,1,0,0,2026-03-28
607208,SI,1,0,0,2026-03-28
607208,SL,1,0,0,2026-03-28
608070,FF,3,1,2,2026-03-28
608070,SL,1,0,0,2026-03-28
608070,ST,1,0,0,2026-03-28
608324,CU,1,0,0,2026-03-28
608324,FF,1,0,0,2026-03-28
608324,SI,2,0,0,2026-03-28
608324,SL,1,0,0,2026-03-28
608369,CU,1,0,0,2026-03-28
608369,FF,2,1,4,2026-03-28
608369,SI,1,1,1,2026-03-28
608701,FF,2,0,0,2026-03-28
620443,FF,1,1,1,2026-03-28
621020,CU,1,1,1,2026-03-28
621020,SI,1,0,0,2026-03-28
621020,SL,1,0,0,2026-03-28
621043,CU,2,0,0,2026-03-28
621043,FF,1,0,0,2026-03-28
621043,SI,2,2,2,2026-03-28
621439,CU,1,1,1,2026-03-28
621439,SI,1,1,1,2026-03-28
621439,SL,2,0,0,2026-03-28
621493,FC,1,0,0,2026-03-28
621493,FF,1,0,0,2026-03-28
621493,FS,1,0,0,2026-03-28
621566,CH,1,0,0,2026-03-28
621566,FC,1,0,0,2026-03-28
621566,FF,2,1,1,2026-03-28
624413,CU,2,1,1,2026-03-28
624413,FF,1,0,0,2026-03-28
624413,FS,1,0,0,2026-03-28
624413,SL,1,0,0,2026-03-28
624431,FC,1,0,0,2026-03-28
624431,FF,1,0,0,2026-03-28
624431,SI,2,0,0,2026-03-28
624431,ST,1,0,0,2026-03-28
624512,FC,2,0,0,2026-03-28
624512,SL,1,0,0,2026-03-28
624585,FF,1,1,4,2026-03-28
624585,SL,1,0,0,2026-03-28
628451,CU,1,0,0,2026-03-28
628451,SI,1,0,0,2026-03-28
630105,FF,3,1,1,2026-03-28
641343,CU,3,1,1,2026-03-28
641343,FF,1,0,0,2026-03-28
641343,SI,1,0,0,2026-03-28
641355,FF,1,1,3,2026-03-28
641355,FS,1,1,1,2026-03-28
641355,SI,1,0,0,2026-03-28
641584,CH,2,0,0,2026-03-28
641584,FC,1,0,0,2026-03-28
641584,FF,1,0,0,2026-03-28
641584,SI,1,0,0,2026-03-28
641857,FS,3,0,0,2026-03-28
641857,SI,1,0,0,2026-03-28
641933,SI,1,0,0,2026-03-28
641933,ST,1,0,0,2026-03-28
642086,CH,2,0,0,2026-03-28
642086,CU,1,0,0,2026-03-28
642086,FF,1,1,4,2026-03-28
642715,CU,1,1,1,2026-03-28
642715,FF,1,0,0,2026-03-28
642715,SI,1,0,0,2026-03-28
642715,ST,1,0,0,2026-03-28
643217,FF,1,1,1,2026-03-28
643217,SV,1,0,0,2026-03-28
643289,CH,1,0,0,2026-03-28
643289,SL,1,0,0,2026-03-28
643376,CU,1,0,0,2026-03-28
643376,FF,1,0,0,2026-03-28
643376,SI,2,0,0,2026-03-28
643446,FC,1,1,1,2026-03-28
643446,SI,2,0,0,2026-03-28
643446,SL,1,0,0,2026-03-28
643446,ST,1,0,0,2026-03-28
645277,CH,1,0,0,2026-03-28
645277,SI,1,0,0,2026-03-28
645277,SL,1,0,0,2026-03-28
645302,CH,1,1,2,2026-03-28
645302,FF,2,1,1,2026-03-28
646240,CH,1,1,1,2026-03-28
646240,FF,1,0,0,2026-03-28
646240,SI,1,0,0,2026-03-28
646240,SL,1,1,2,2026-03-28
647304,CU,1,0,0,2026-03-28
647304,FF,2,0,0,2026-03-28
650333,FF,3,1,1,2026-03-28
650333,SI,1,1,1,2026-03-28
650402,FF,1,0,0,2026-03-28
650402,SL,2,0,0,2026-03-28
650489,CH,1,0,0,2026-03-28
650489,CU,1,0,0,2026-03-28
650489,FC,1,0,0,2026-03-28
650489,FF,1,1,1,2026-03-28
650490,CH,1,0,0,2026-03-28
650490,FC,1,0,0,2026-03-28
650490,FF,2,1,1,2026-03-28
650490,SI,1,0,0,2026-03-28
656305,FF,2,1,1,2026-03-28
656305,SI,2,0,0,2026-03-28
656716,FF,2,0,0,2026-03-28
656775,CH,1,0,0,2026-03-28
656775,SI,3,0,0,2026-03-28
656811,CH,1,0,0,2026-03-28
656811,CU,1,0,0,2026-03-28
656811,SI,1,1,1,2026-03-28
656811,SL,1,0,0,2026-03-28
656811,ST,1,0,0,2026-03-28
656941,CH,3,0,0,2026-03-28
656941,FF,1,0,0,2026-03-28
656941,SL,1,0,0,2026-03-28
656976,CU,1,1,1,2026-03-28
656976,FF,1,0,0,2026-03-28
656976,SI,1,0,0,2026-03-28
656976,SL,1,0,0,2026-03-28
657041,CU,1,0,0,2026-03-28
657136,ST,1,0,0,2026-03-28
657656,CH,1,1,1,2026-03-28
657656,CU,1,1,1,2026-03-28
657656,FF,2,1,1,2026-03-28
657757,FF,1,0,0,2026-03-28
657757,SI,1,0,0,2026-03-28
657757,SL,2,0,0,2026-03-28
660162,FF,3,0,0,2026-03-28
660271,FF,2,0,0,2026-03-28
660670,FC,2,1,1,2026-03-28
660670,SL,1,0,0,2026-03-28
660821,SL,2,1,1,2026-03-28
660844,FF,3,0,0,2026-03-28
660844,SL,1,0,0,2026-03-28
661388,SI,3,0,0,2026-03-28
661388,SL,1,0,0,2026-03-28
662139,FF,2,1,1,2026-03-28
662139,FS,1,1,1,2026-03-28
662139,SL,1,0,0,2026-03-28
663330,SI,1,0,0,2026-03-28
663538,CU,1,1,2,2026-03-28
663538,FF,1,0,0,2026-03-28
663538,SI,1,0,0,2026-03-28
663586,FC,1,1,1,2026-03-28
663586,FF,1,0,0,2026-03-28
663586,SI,1,0,0,2026-03-28
663586,SL,1,0,0,2026-03-28
663604,SI,1,0,0,2026-03-28
663604,SL,2,1,1,2026-03-28
663616,FF,1,0,0,2026-03-28
663616,SI,1,0,0,2026-03-28
663624,SI,1,1,1,2026-03-28
663647,CU,1,0,0,2026-03-28
663647,FF,2,0,0,2026-03-28
663647,SI,1,0,0,2026-03-28
663656,CH,1,0,0,2026-03-28
663656,FF,3,0,0,2026-03-28
663697,FF,1,0,0,2026-03-28
663697,SI,1,0,0,2026-03-28
663697,SL,2,0,0,2026-03-28
663698,CH,2,0,0,2026-03-28
663698,SI,1,1,1,2026-03-28
663728,CU,2,1,1,2026-03-28
663728,FF,2,0,0,2026-03-28
663743,FF,1,1,1,2026-03-28
663743,SI,1,0,0,2026-03-28
663757,FC,1,0,0,2026-03-28
663757,SI,1,1,1,2026-03-28
663757,SL,1,0,0,2026-03-28
663837,FF,1,0,0,2026-03-28
663837,FS,1,0,0,2026-03-28
663837,SI,1,0,0,2026-03-28
663968,CH,1,0,0,2026-03-28
663968,CU,1,1,1,2026-03-28
663968,FF,1,1,2,2026-03-28
663968,FS,1,0,0,2026-03-28
663968,SI,1,0,0,2026-03-28
663993,SI,1,0,0,2026-03-28
664023,CH,3,0,0,2026-03-28
664023,FC,1,1,4,2026-03-28
664023,FF,1,0,0,2026-03-28
664040,FS,1,1,1,2026-03-28
664040,SI,1,0,0,2026-03-28
664040,SL,2,0,0,2026-03-28
664040,ST,1,0,0,2026-03-28
664056,FF,1,0,0,2026-03-28
664056,FS,1,0,0,2026-03-28
664056,SI,2,1,1,2026-03-28
664702,FC,1,0,0,2026-03-28
664702,FF,1,1,1,2026-03-28
664728,CH,1,1,1,2026-03-28
664728,FF,1,0,0,2026-03-28
664728,ST,1,0,0,2026-03-28
664761,CH,2,1,1,2026-03-28
664761,FF,3,0,0,2026-03-28
664983,FF,3,0,0,2026-03-28
664983,ST,1,0,0,2026-03-28
665019,FF,1,1,1,2026-03-28
665019,SI,1,0,0,2026-03-28
665019,SL,2,0,0,2026-03-28
665052,CH,1,0,0,2026-03-28
665052,SI,3,1,1,2026-03-28
665487,FF,2,0,0,2026-03-28
665487,SL,1,1,1,2026-03-28
665489,FF,1,1,1,2026-03-28
665489,ST,2,0,0,2026-03-28
665742,CH,1,0,0,2026-03-28
665742,SI,4,1,1,2026-03-28
665750,CH,1,0,0,2026-03-28
665804,CU,1,0,0,2026-03-28
665804,FF,1,1,1,2026-03-28
665804,SI,1,1,4,2026-03-28
665804,SL,1,0,0,2026-03-28
665833,FF,1,0,0,2026-03-28
665862,FF,2,0,0,2026-03-28
665862,SL,2,0,0,2026-03-28
665926,CH,1,0,0,2026-03-28
665926,FC,1,1,1,2026-03-28
665926,FF,1,1,1,2026-03-28
665926,SI,1,1,1,2026-03-28
665926,SL,1,1,1,2026-03-28
665966,CU,1,1,1,2026-03-28
665966,SI,2,1,1,2026-03-28
666018,FF,1,0,0,2026-03-28
666018,SI,1,1,1,2026-03-28
666018,SL,1,0,0,2026-03-28
666023,FF,1,0,0,2026-03-28
666023,SL,2,1,1,2026-03-28
666126,CH,1,0,0,2026-03-28
666126,SL,1,0,0,2026-03-28
666139,CH,1,0,0,2026-03-28
666139,FF,1,0,0,2026-03-28
666139,ST,1,0,0,2026-03-28
666152,CU,1,0,0,2026-03-28
666152,FF,1,0,0,2026-03-28
666176,FF,2,0,0,2026-03-28
666176,SI,2,0,0,2026-03-28
666181,CU,1,0,0,2026-03-28
666181,FF,1,0,0,2026-03-28
666181,SI,1,1,1,2026-03-28
666182,FF,1,0,0,2026-03-28
666182,SI,1,1,1,2026-03-28
666182,SL,1,0,0,2026-03-28
666182,ST,2,0,0,2026-03-28
666397,CU,1,0,0,2026-03-28
666397,FF,1,0,0,2026-03-28
666397,ST,1,1,2,2026-03-28
666969,FF,1,0,0,2026-03-28
666969,FS,1,1,2,2026-03-28
666969,SL,1,0,0,2026-03-28
666969,ST,1,0,0,2026-03-28
667472,ST,1,1,1,2026-03-28
667670,CU,1,1,1,2026-03-28
667670,FF,1,0,0,2026-03-28
667670,SL,3,0,0,2026-03-28
668227,FF,2,1,1,2026-03-28
668227,ST,2,0,0,2026-03-28
668670,FC,1,0,0,2026-03-28
668670,FF,1,0,0,2026-03-28
668670,ST,1,0,0,2026-03-28
668715,FS,1,0,0,2026-03-28
668715,SI,3,0,0,2026-03-28
668804,CH,2,1,1,2026-03-28
668804,FF,1,0,0,2026-03-28
668804,SL,1,0,0,2026-03-28
668804,ST,1,1,1,2026-03-28
668901,CH,1,1,1,2026-03-28
668904,CH,1,0,0,2026-03-28
668904,SI,1,1,4,2026-03-28
668904,SL,1,0,0,2026-03-28
668930,FC,1,1,1,2026-03-28
668930,FF,3,1,2,2026-03-28
668930,SI,1,1,2,2026-03-28
668939,FF,1,0,0,2026-03-28
668939,FS,1,0,0,2026-03-28
669003,CU,1,1,1,2026-03-28
669003,SI,1,1,1,2026-03-28
669003,SL,1,0,0,2026-03-28
669003,ST,1,0,0,2026-03-28
669016,CH,1,0,0,2026-03-28
669016,FS,2,1,1,2026-03-28
669016,SL,1,0,0,2026-03-28
669127,CU,1,1,4,2026-03-28
669127,FF,1,0,0,2026-03-28
669127,SI,1,0,0,2026-03-28
669127,SL,1,1,1,2026-03-28
669208,FF,2,0,0,2026-03-28
669224,FS,2,0,0,2026-03-28
669224,SL,1,0,0,2026-03-28
669236,CH,1,1,1,2026-03-28
669236,CU,1,0,0,2026-03-28
669236,FC,1,1,1,2026-03-28
669236,FS,1,0,0,2026-03-28
669257,FC,1,0,0,2026-03-28
669257,FF,2,1,4,2026-03-28
669257,SI,1,0,0,2026-03-28
669289,CH,1,0,0,2026-03-28
669289,FC,1,0,0,2026-03-28
669357,CH,2,0,0,2026-03-28
669357,FF,1,1,1,2026-03-28
669357,ST,1,0,0,2026-03-28
669364,CU,2,1,1,2026-03-28
669364,FS,1,0,0,2026-03-28
669364,SI,1,0,0,2026-03-28
669394,CU,3,1,4,2026-03-28
669394,SL,1,1,1,2026-03-28
669394,ST,1,0,0,2026-03-28
669477,FF,2,0,0,2026-03-28
669477,SI,1,0,0,2026-03-28
669701,FS,1,0,0,2026-03-28
669701,SI,2,0,0,2026-03-28
669701,ST,1,1,1,2026-03-28
669707,CH,1,0,0,2026-03-28
669707,FF,1,0,0,2026-03-28
669707,SI,3,1,1,2026-03-28
669707,ST,1,0,0,2026-03-28
669720,CH,1,0,0,2026-03-28
669720,SI,1,1,2,2026-03-28
670042,FF,1,1,4,2026-03-28
670242,CH,1,0,0,2026-03-28
670242,CU,1,0,0,2026-03-28
670242,FF,1,0,0,2026-03-28
670541,CU,2,2,3,2026-03-28
670541,FF,1,0,0,2026-03-28
670623,SL,4,1,2,2026-03-28
670770,CH,1,0,0,2026-03-28
670770,CU,1,1,1,2026-03-28
670770,FC,1,0,0,2026-03-28
670770,FF,1,0,0,2026-03-28
670770,ST,2,0,0,2026-03-28
671056,CH,1,1,2,2026-03-28
671056,FF,1,0,0,2026-03-28
671056,ST,2,0,0,2026-03-28
671218,FF,2,1,1,2026-03-28
671218,SI,1,0,0,2026-03-28
671277,CH,1,0,0,2026-03-28
671277,FF,3,1,1,2026-03-28
671739,CH,1,0,0,2026-03-28
671739,FC,1,1,1,2026-03-28
671739,FF,1,1,1,2026-03-28
671739,SI,1,1,1,2026-03-28
671976,FC,1,0,0,2026-03-28
671976,FF,1,1,2,2026-03-28
672016,FF,3,1,1,2026-03-28
672016,SL,2,0,0,2026-03-28
672275,FS,1,0,0,2026-03-28
672275,SI,2,0,0,2026-03-28
672386,FC,1,0,0,2026-03-28
672386,SI,1,0,0,2026-03-28
672386,SL,2,0,0,2026-03-28
672386,ST,1,1,4,2026-03-28
672580,FF,2,0,0,2026-03-28
672580,SL,1,0,0,2026-03-28
672640,CU,1,0,0,2026-03-28
672640,FC,1,0,0,2026-03-28
672640,SI,2,1,1,2026-03-28
672695,FF,2,1,1,2026-03-28
672695,SL,2,0,0,2026-03-28
672724,FF,2,1,1,2026-03-28
672724,ST,2,2,5,2026-03-28
672820,CH,1,0,0,2026-03-28
672820,FF,2,0,0,2026-03-28
672820,SI,1,0,0,2026-03-28
672960,CH,1,0,0,2026-03-28
672960,CU,1,0,0,2026-03-28
672960,FF,3,1,1,2026-03-28
673237,FF,1,1,1,2026-03-28
673237,SI,1,0,0,2026-03-28
673237,SL,2,0,0,2026-03-28
673237,ST,1,0,0,2026-03-28
673357,SI,2,0,0,2026-03-28
673357,SL,1,1,4,2026-03-28
673357,ST,1,0,0,2026-03-28
673962,CU,1,0,0,2026-03-28
673962,FF,1,0,0,2026-03-28
673962,SI,1,0,0,2026-03-28
673962,SL,1,0,0,2026-03-28
676391,CH,1,0,0,2026-03-28
676391,CU,1,0,0,2026-03-28
676391,FF,2,1,1,2026-03-28
676391,SL,2,1,1,2026-03-28
676439,CH,1,0,0,2026-03-28
676439,FF,1,0,0,2026-03-28
676475,FF,1,1,1,2026-03-28
676475,FS,1,0,0,2026-03-28
676475,SL,1,0,0,2026-03-28
676609,FF,2,0,0,2026-03-28
676609,SI,1,0,0,2026-03-28
676609,SL,1,0,0,2026-03-28
676694,CH,1,0,0,2026-03-28
676694,FF,2,2,3,2026-03-28
676694,SI,1,0,0,2026-03-28
676694,SL,1,0,0,2026-03-28
676914,CH,1,0,0,2026-03-28
676914,FF,1,0,0,2026-03-28
676914,SL,1,0,0,2026-03-28
677587,FF,1,0,0,2026-03-28
677587,SL,1,0,0,2026-03-28
677588,FF,2,0,0,2026-03-28
677592,CU,1,0,0,2026-03-28
677592,FC,1,0,0,2026-03-28
677592,SI,1,0,0,2026-03-28
677594,FF,2,1,1,2026-03-28
677594,SI,1,0,0,2026-03-28
677594,SL,1,0,0,2026-03-28
677800,FC,1,1,2,2026-03-28
677800,FS,1,1,4,2026-03-28
